node,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
0,0.8803067803382874,0.35628971457481384,0.4095664322376251,-0.9193978905677795,0.3102547526359558,0.27962052822113037,0.7902894020080566,-0.6855043172836304,0.4699136018753052,-0.5532921552658081,-0.51490318775177,0.3848316967487335,-0.8190807104110718,0.6262043714523315,-0.818149983882904,0.31141090393066406,-1.255235195159912,1.4555219411849976,0.6173547506332397,-0.6985939741134644,0.24047106504440308,-0.19878076016902924,0.7615551948547363,0.514319658279419,-0.28490784764289856,-0.654147744178772,1.080217957496643,0.6492513418197632,0.5020282864570618,-0.8476161360740662,0.08005967736244202,-0.46863603591918945,0.9361439347267151,0.44225025177001953,0.48034340143203735,-0.07031398266553879,1.6183489561080933,-1.366195797920227,-0.28339532017707825,0.7892109155654907,1.0871392488479614,0.12605533003807068,0.5615043640136719,0.4825090169906616,-0.010219594463706017,0.6801206469535828,-0.692114531993866,-0.44497042894363403,0.9048007130622864,0.06056341528892517,-0.23416537046432495,0.8861787915229797,0.43379610776901245,0.8732795715332031,0.9593608379364014,0.23434598743915558,0.7538413405418396,-1.2220895290374756,-0.8320960998535156,0.5695812106132507,-1.380544662475586,-0.5392832159996033,-0.166780024766922,-0.1641550362110138,-0.21603308618068695,-0.00533291744068265,-0.9721951484680176,0.25865212082862854,-0.655724823474884,0.6670091152191162,0.9230617880821228,0.9252628684043884,-0.9174495935440063,-0.974564254283905,0.3996334671974182,-0.08310962468385696,1.1037737131118774,1.0393970012664795,-0.6526544094085693,-1.3133034706115723,0.7927934527397156,0.6645867824554443,-0.6581489443778992,-0.9172345995903015,-0.6648673415184021,0.08756720274686813,-0.7406005263328552,-0.14803801476955414,-0.40922263264656067,0.3945077359676361,-0.5833479166030884,-0.680933952331543,-1.3401825428009033,0.7850339412689209,0.45835551619529724,0.6047552824020386,0.2822152078151703,1.4007238149642944,-0.1061445102095604,-1.119663119316101,-0.14332713186740875,0.002083077095448971,1.1037501096725464,-0.7855814099311829,-0.023087268695235252,-1.0006877183914185,0.6466385722160339,0.9534971714019775,1.3594846725463867,1.0042997598648071,0.6125518679618835,-1.3055250644683838,-0.31024691462516785,0.22601820528507233,0.6200818419456482,-0.45385754108428955,0.8657109141349792,-0.10150489956140518,-0.027168788015842438,-0.07657861709594727,-0.6245314478874207,1.2016087770462036,0.9082468748092651,-0.5180932283401489,1.463171362876892,-0.5346150994300842,0.9234609603881836,-0.7542438507080078
1,0.21160393953323364,0.08072389662265778,0.08733443915843964,-0.17172794044017792,0.02960078790783882,0.04526929184794426,0.15197978913784027,-0.10308976471424103,0.09522759169340134,-0.12022610753774643,-0.117166668176651,0.08475238084793091,-0.16446460783481598,0.13468648493289948,-0.1692749261856079,0.10200503468513489,-0.2375691682100296,0.3207915425300598,0.11670055985450745,-0.15177862346172333,0.04316532984375954,-0.028110451996326447,0.13587301969528198,0.11013415455818176,-0.10467525571584702,-0.15161217749118805,0.21200324594974518,0.15623760223388672,0.10693135112524033,-0.18783259391784668,0.04613148421049118,-0.13672243058681488,0.19547829031944275,0.08473224937915802,0.09701947122812271,0.013915621675550938,0.36623722314834595,-0.3030204474925995,-0.09622246026992798,0.15363802015781403,0.25534141063690186,0.04845157638192177,0.1399262696504593,0.10521427541971207,0.024572040885686874,0.17267554998397827,-0.14311490952968597,-0.09919805824756622,0.1765451431274414,0.022104594856500626,-0.07480379939079285,0.19138966500759125,0.09136064350605011,0.18694402277469635,0.17877846956253052,0.0738890990614891,0.15730881690979004,-0.2859548032283783,-0.20303359627723694,0.1457463502883911,-0.3208025097846985,-0.10174423456192017,-0.015251174569129944,-0.05488920956850052,-0.03481341525912285,-0.020713286474347115,-0.19323009252548218,0.035846419632434845,-0.12677697837352753,0.13071398437023163,0.18814612925052643,0.20133556425571442,-0.1842990219593048,-0.21911868453025818,0.06758380681276321,-0.0027501024305820465,0.2157171368598938,0.21238628029823303,-0.16843336820602417,-0.2896685004234314,0.17549435794353485,0.12932220101356506,-0.13093093037605286,-0.21773351728916168,-0.16781966388225555,0.01576714776456356,-0.13127218186855316,-0.058878108859062195,-0.09038158506155014,0.09753932803869247,-0.14506179094314575,-0.16358046233654022,-0.3056689202785492,0.15819679200649261,0.08497828245162964,0.12311156094074249,0.047745972871780396,0.2858421504497528,-0.04606596380472183,-0.21805541217327118,0.013110480271279812,-0.010059379041194916,0.2569735050201416,-0.129575714468956,-0.014941065572202206,-0.20010675489902496,0.14553524553775787,0.16248421370983124,0.31261977553367615,0.20589089393615723,0.141002357006073,-0.28028929233551025,-0.07721112668514252,0.030574016273021698,0.14918303489685059,-0.0977739617228508,0.1466129869222641,-0.01571502722799778,-0.014608914963901043,-0.039640091359615326,-0.13634392619132996,0.24015522003173828,0.1847439855337143,-0.15209053456783295,0.30221402645111084,-0.13016971945762634,0.2316686064004898,-0.18185263872146606
2,1.0105235576629639,0.42148536443710327,0.5041355490684509,-1.0272326469421387,0.002767191268503666,0.3354405462741852,0.9000824689865112,-0.3763689696788788,0.6700918674468994,-0.5163758397102356,-0.904758870601654,0.5123597979545593,-0.8981651067733765,0.7099058032035828,-1.002863883972168,0.5506003499031067,-1.2587484121322632,1.529961109161377,0.6707468628883362,-1.0750195980072021,0.48293206095695496,-0.11616934090852737,0.7376009821891785,0.5664854049682617,-0.7174192070960999,-0.6057741045951843,1.2940075397491455,0.6259893774986267,0.3391907811164856,-0.7677174806594849,0.24699097871780396,-0.8614393472671509,1.133272647857666,0.28543272614479065,0.5611923933029175,0.23964254558086395,1.8929741382598877,-1.3123940229415894,-0.7145770788192749,0.9000095725059509,1.367185354232788,0.3464539647102356,0.6049962043762207,0.4898642301559448,0.18213462829589844,1.0147264003753662,-0.8928330540657043,-0.5590224862098694,0.9248814582824707,0.1300094574689865,-0.4487769901752472,0.952386736869812,0.44022637605667114,0.7658932209014893,0.8611162900924683,0.48727813363075256,0.5504282712936401,-1.302581787109375,-1.149308443069458,0.7433883547782898,-1.700429081916809,-0.7458823919296265,-0.03771538659930229,-0.2281118482351303,-0.3951432406902313,-0.1633722186088562,-1.1130684614181519,0.1640576720237732,-0.8980836868286133,0.7469568848609924,0.88699871301651,0.9153986573219299,-0.7159742712974548,-0.90030437707901,0.4582282602787018,0.07029621303081512,0.925868570804596,1.0340418815612793,-0.8951646685600281,-1.320694923400879,0.8969873785972595,0.7098218202590942,-0.6526692509651184,-1.0353608131408691,-0.8813985586166382,-0.16017542779445648,-0.6272879242897034,-0.44519340991973877,-0.3516046404838562,0.4746893644332886,-0.8419658541679382,-0.7120722532272339,-1.6572859287261963,0.7064855694770813,0.3448488414287567,0.6834730505943298,0.2680644094944,1.444101333618164,0.0031060543842613697,-1.0555686950683594,0.1707712560892105,-0.06790556013584137,1.2669531106948853,-0.7612263560295105,-0.404280424118042,-1.0218690633773804,0.8619589805603027,0.6729587316513062,1.4466125965118408,0.8794103860855103,0.6879758238792419,-1.3819293975830078,-0.3066174387931824,0.20553064346313477,0.638981282711029,-0.5451580882072449,0.7359480261802673,-0.12531617283821106,0.1905338317155838,-0.26214873790740967,-0.6555903553962708,1.21779203414917,0.777669370174408,-0.8316139578819275,1.5237454175949097,-0.6374977231025696,1.2371097803115845,-0.8785467147827148
3,0.561387836933136,0.17684589326381683,0.1503353863954544,-0.5271203517913818,0.48135074973106384,0.1271667182445526,0.44551539421081543,-0.7488725185394287,0.10994550585746765,-0.43616217374801636,0.03618057072162628,0.13368022441864014,-0.5215855836868286,0.37905970215797424,-0.4145776927471161,0.046466462314128876,-0.8401193618774414,0.9894145727157593,0.35214900970458984,-0.07070799171924591,-0.13856109976768494,-0.22612905502319336,0.5199633240699768,0.3718588054180145,0.20893606543540955,-0.5298348665237427,0.5106290578842163,0.5145813226699829,0.534660816192627,-0.7575100660324097,-0.08308800309896469,0.06760012358427048,0.4170372784137726,0.5251914858818054,0.2883851230144501,-0.3114950954914093,0.882506251335144,-1.0865904092788696,0.23613086342811584,0.44829341769218445,0.5113570094108582,-0.11738038808107376,0.42259272933006287,0.3809753656387329,-0.1959061473608017,0.1511276662349701,-0.27887865900993347,-0.20640568435192108,0.6150107383728027,0.003514626296237111,0.05143916606903076,0.569194495677948,0.33414268493652344,0.734012246131897,0.8078767657279968,-0.11768058687448502,0.7813563346862793,-0.833221435546875,-0.28602302074432373,0.2895154356956482,-0.6679733991622925,-0.1507725864648819,-0.25748029351234436,-0.08264613896608353,0.03932452201843262,0.09198256582021713,-0.5658429265022278,0.27820128202438354,-0.1822299361228943,0.3642127215862274,0.6834664344787598,0.6972053050994873,-0.8445243239402771,-0.8303034901618958,0.21637308597564697,-0.16978897154331207,0.9966031908988953,0.7286770939826965,-0.23628613352775574,-0.9691939353942871,0.43030017614364624,0.40435436367988586,-0.4505139887332916,-0.5977000594139099,-0.30342477560043335,0.3319990634918213,-0.6114587187767029,0.21824336051940918,-0.34973689913749695,0.1954304575920105,-0.15882715582847595,-0.5003275871276855,-0.6428105235099792,0.646795928478241,0.4456135034561157,0.3266857862472534,0.24025635421276093,0.9777590036392212,-0.2566036581993103,-0.9065641164779663,-0.3753999173641205,0.08575976639986038,0.6432143449783325,-0.5494153499603271,0.41971302032470703,-0.6716755032539368,0.28673213720321655,0.9324566125869751,0.959713339805603,0.8334963917732239,0.39507585763931274,-0.9071424603462219,-0.2310151308774948,0.14801357686519623,0.4292917549610138,-0.25433629751205444,0.749314546585083,-0.0942506492137909,-0.2865979075431824,0.13499830663204193,-0.44771435856819153,0.8532747030258179,0.7761272192001343,-0.06874926388263702,1.0052164793014526,-0.32619035243988037,0.3866344094276428,-0.48813396692276
4,0.6798357367515564,0.2663930058479309,0.2870100140571594,-0.6348283886909485,0.3120216131210327,0.17793816328048706,0.5625521540641785,-0.5953715443611145,0.30844563245773315,-0.44719091057777405,-0.28780487179756165,0.2853853404521942,-0.6094631552696228,0.4809490144252777,-0.5542798042297363,0.22281529009342194,-0.9386950135231018,1.1250824928283691,0.4482765197753906,-0.4293089509010315,0.11115624755620956,-0.15716105699539185,0.5768865346908569,0.38824358582496643,-0.1555195301771164,-0.5397432446479797,0.7339073419570923,0.5509955286979675,0.45331913232803345,-0.6938744187355042,0.03956272080540657,-0.2921256721019745,0.6600011587142944,0.38868165016174316,0.3512668013572693,-0.13425277173519135,1.19437837600708,-1.0914289951324463,-0.13081976771354675,0.5680264234542847,0.7945114970207214,0.06111474335193634,0.446899950504303,0.3707738518714905,-0.03064126707613468,0.4629770815372467,-0.47488319873809814,-0.31213662028312683,0.6827633380889893,0.04788528010249138,-0.13436904549598694,0.6544023752212524,0.3398832082748413,0.7198684811592102,0.735905647277832,0.12850667536258698,0.6547192335128784,-0.9540140628814697,-0.5698969960212708,0.4163203239440918,-1.0111048221588135,-0.3390900790691376,-0.13693594932556152,-0.13514013588428497,-0.07593055069446564,0.02979070320725441,-0.6879063844680786,0.21254247426986694,-0.40050238370895386,0.4778118431568146,0.7098075747489929,0.7433890700340271,-0.7731379270553589,-0.7868677377700806,0.2700731158256531,-0.10451678186655045,0.9005418419837952,0.8043185472488403,-0.4607624113559723,-1.04777193069458,0.5728873014450073,0.48049572110176086,-0.5198392868041992,-0.6890392303466797,-0.4930258095264435,0.13653433322906494,-0.5775299072265625,-0.0735638216137886,-0.3451061248779297,0.28630784153938293,-0.405270516872406,-0.5344884991645813,-0.9552886486053467,0.627808690071106,0.3549349009990692,0.44409146904945374,0.19116099178791046,1.0508761405944824,-0.1476496458053589,-0.8566218018531799,-0.1572425216436386,0.000463661621324718,0.8479925990104675,-0.5586629509925842,0.0931226834654808,-0.7401240468025208,0.4333007335662842,0.7774515748023987,1.0480531454086304,0.805206835269928,0.4606313705444336,-1.0005210638046265,-0.2474510818719864,0.15018555521965027,0.4891565442085266,-0.3126310110092163,0.66155606508255,-0.0655987486243248,-0.10374552756547928,-0.027981281280517578,-0.4789620637893677,0.9236312508583069,0.7539013028144836,-0.3640308082103729,1.1123087406158447,-0.4161713421344757,0.654434859752655,-0.5641039609909058
5,0.5344946384429932,0.16232115030288696,0.15537217259407043,-0.5941904783248901,0.6092195510864258,0.13887327909469604,0.4611985683441162,-0.9419667720794678,0.05440591275691986,-0.47215425968170166,0.154936283826828,0.0522770993411541,-0.567898154258728,0.3323110044002533,-0.42273765802383423,-0.04616555571556091,-0.975577712059021,0.998957097530365,0.4025712311267853,0.052720192819833755,-0.2304476946592331,-0.31870901584625244,0.5888239145278931,0.3776571750640869,0.39026200771331787,-0.5760715007781982,0.5070666670799255,0.4918152391910553,0.6223974823951721,-0.8197847008705139,-0.17351141571998596,0.2612490952014923,0.38430723547935486,0.5856159925460815,0.2781904637813568,-0.4634399116039276,0.8362484574317932,-1.195642352104187,0.39605218172073364,0.4673728048801422,0.45529451966285706,-0.23615458607673645,0.3926399350166321,0.44290852546691895,-0.3328820466995239,-0.003553903428837657,-0.2277124673128128,-0.17252299189567566,0.6724122762680054,-0.02450069785118103,0.1837180256843567,0.617225706577301,0.3899502754211426,0.813778281211853,0.9775778651237488,-0.2277950495481491,0.9243078827857971,-0.821139931678772,-0.16551204025745392,0.25242456793785095,-0.5717606544494629,-0.12495072185993195,-0.3255670368671417,-0.05413241684436798,0.07777321338653564,0.19560949504375458,-0.5659871101379395,0.3785046935081482,-0.16292662918567657,0.3378215730190277,0.7540971636772156,0.747221827507019,-0.9347477555274963,-0.9166719317436218,0.2836417257785797,-0.2535969316959381,1.1556848287582397,0.7719047665596008,-0.13900431990623474,-0.9994224905967712,0.41642341017723083,0.4254733622074127,-0.5219162702560425,-0.608930230140686,-0.17937666177749634,0.45717331767082214,-0.744377613067627,0.38444843888282776,-0.378952294588089,0.14088667929172516,-0.062381811439991,-0.4959893226623535,-0.5758646726608276,0.7409325242042542,0.5500062704086304,0.3483603298664093,0.2773747444152832,1.0733559131622314,-0.2696739435195923,-1.0490437746047974,-0.5753307342529297,0.17068593204021454,0.6251373887062073,-0.6770488619804382,0.6137446165084839,-0.713816225528717,0.21876926720142365,1.1774508953094482,0.9726095795631409,0.9357907176017761,0.3964650332927704,-0.9499465823173523,-0.25258868932724,0.2177177220582962,0.43265846371650696,-0.20998820662498474,0.9143115282058716,-0.12562018632888794,-0.4010615646839142,0.21300116181373596,-0.4436863362789154,0.9191715717315674,0.830536961555481,0.09093824774026871,1.055704951286316,-0.3019794821739197,0.32212063670158386,-0.495466947555542
6,0.6684903502464294,0.2055037021636963,0.1602589339017868,-0.5793966054916382,0.7256034016609192,0.12309528142213821,0.49593278765678406,-1.0377365350723267,0.07203833758831024,-0.5663169026374817,0.19745393097400665,0.1453857719898224,-0.5998802185058594,0.4617162346839905,-0.4215269982814789,-0.0275876522064209,-1.019350290298462,1.2226494550704956,0.4043658673763275,0.041585683822631836,-0.24245721101760864,-0.28718090057373047,0.647639811038971,0.4295249283313751,0.402019739151001,-0.7014579176902771,0.5349106788635254,0.6914082169532776,0.7304036617279053,-0.9625748991966248,-0.14769598841667175,0.18806365132331848,0.4452919065952301,0.7119569778442383,0.32575905323028564,-0.503971517086029,1.0195798873901367,-1.3623660802841187,0.4434058666229248,0.5069288015365601,0.5406590104103088,-0.20595313608646393,0.5187869071960449,0.4421965479850769,-0.27242031693458557,0.09520552307367325,-0.2690987288951874,-0.2217148095369339,0.7456170320510864,-0.014347498305141926,0.11331150680780411,0.6647816300392151,0.39558735489845276,0.9618081450462341,0.9893313050270081,-0.2238730639219284,1.0364644527435303,-1.025012493133545,-0.2502741813659668,0.2837483584880829,-0.730470597743988,-0.09255316853523254,-0.35499826073646545,-0.08668447285890579,0.1471857726573944,0.1741500347852707,-0.6394933462142944,0.3494826555252075,-0.1017693430185318,0.4311686158180237,0.8684329986572266,0.8871138095855713,-1.1511693000793457,-1.0521080493927002,0.21226154267787933,-0.27920952439308167,1.2835439443588257,0.9219553470611572,-0.22041359543800354,-1.2285736799240112,0.5001588463783264,0.4804767370223999,-0.5581909418106079,-0.6897573471069336,-0.3213973045349121,0.5058325529098511,-0.7864160537719727,0.3324516713619232,-0.467652827501297,0.22738158702850342,-0.12947170436382294,-0.6197007894515991,-0.6820929646492004,0.8351624011993408,0.581981897354126,0.36711081862449646,0.26916301250457764,1.178302526473999,-0.37843477725982666,-1.116499662399292,-0.5588651299476624,0.09845656901597977,0.7666953206062317,-0.645729660987854,0.6441039443016052,-0.8272022604942322,0.2724866271018982,1.2220772504806519,1.1616885662078857,1.0961881875991821,0.46959057450294495,-1.0808788537979126,-0.2835947573184967,0.16975055634975433,0.5496792793273926,-0.2870766222476959,0.9297617077827454,-0.08071351796388626,-0.42490872740745544,0.22890767455101013,-0.5444498658180237,1.0591826438903809,1.0451548099517822,-0.0017365978565067053,1.2146352529525757,-0.37136542797088623,0.3573244512081146,-0.5428215861320496
7,0.8370241522789001,0.41882646083831787,0.5754420757293701,-0.9251959919929504,-0.6067905426025391,0.35891708731651306,0.8347446322441101,0.37401726841926575,0.8868886828422546,-0.24045731127262115,-1.4504163265228271,0.6177551746368408,-0.7377308011054993,0.6103407740592957,-1.0318745374679565,0.7958645224571228,-0.8738172650337219,1.103942632675171,0.5904717445373535,-1.561041235923767,0.9040787220001221,0.09934612363576889,0.47496405243873596,0.4124729633331299,-1.3659275770187378,-0.24826763570308685,1.367358684539795,0.3048689663410187,-0.15264880657196045,-0.23121990263462067,0.4828660488128662,-1.4060555696487427,1.2227283716201782,-0.21444572508335114,0.501068651676178,0.7748839259147644,1.7932275533676147,-0.6539544463157654,-1.3929811716079712,0.8263511061668396,1.4538549184799194,0.6763014197349548,0.40202459692955017,0.289105087518692,0.5072641968727112,1.3673070669174194,-1.0268117189407349,-0.6031834483146667,0.6552768349647522,0.19639387726783752,-0.7471338510513306,0.754932165145874,0.26208430528640747,0.2539277970790863,0.32669126987457275,0.8942064642906189,-0.1352601796388626,-0.960246205329895,-1.4185616970062256,0.7936614155769348,-1.7775970697402954,-0.9684051871299744,0.2601282596588135,-0.24112394452095032,-0.677375853061676,-0.3847951292991638,-1.0061577558517456,-0.0826353207230568,-1.1718145608901978,0.6990352869033813,0.49589070677757263,0.5143469572067261,-0.0339474081993103,-0.34581220149993896,0.43709346652030945,0.33724910020828247,0.17711074650287628,0.66766756772995,-1.0737725496292114,-0.8068020939826965,0.8461316823959351,0.5868704915046692,-0.4329891502857208,-0.8519336581230164,-0.9832172989845276,-0.6705614328384399,-0.19368784129619598,-0.9382570385932922,-0.0919288620352745,0.4914473593235016,-1.077470064163208,-0.4695294499397278,-1.7483099699020386,0.2646227180957794,-0.03142578527331352,0.6480191349983215,0.13276197016239166,0.9949325919151306,0.33110204339027405,-0.4940257668495178,0.7377843856811523,-0.2068040817975998,1.1186110973358154,-0.4937502145767212,-1.157593011856079,-0.7232481837272644,0.970623791217804,-0.1260107457637787,1.0264561176300049,0.28951722383499146,0.5538409352302551,-0.9991735816001892,-0.18796797096729279,0.1337653547525406,0.43091532588005066,-0.5206977128982544,0.2071138620376587,-0.0865042507648468,0.6499388217926025,-0.5738539695739746,-0.4564346671104431,0.7920509576797485,0.20633316040039062,-1.1881221532821655,1.0903620719909668,-0.5751631259918213,1.4235395193099976,-0.7449972033500671
8,0.4993542432785034,0.1798119992017746,0.17312929034233093,-0.4355049431324005,0.3489502966403961,0.10445994138717651,0.3877899944782257,-0.5684182047843933,0.1551186442375183,-0.3705045282840729,-0.06844150274991989,0.17484426498413086,-0.43383529782295227,0.35091474652290344,-0.36075398325920105,0.09764094650745392,-0.7053065896034241,0.8633224964141846,0.3140175938606262,-0.1731303334236145,-0.021707426756620407,-0.14813387393951416,0.4406174421310425,0.28647851943969727,0.03670340031385422,-0.4489932656288147,0.46790745854377747,0.4612637460231781,0.4248858392238617,-0.5938000679016113,-0.021975748240947723,-0.08535109460353851,0.4213419556617737,0.3789577782154083,0.2413541078567505,-0.2101372629404068,0.8306556344032288,-0.8877167105674744,0.06684298813343048,0.3958577513694763,0.512997031211853,-0.031449537724256516,0.3481287360191345,0.2925099730491638,-0.07952431589365005,0.2455628663301468,-0.2900180220603943,-0.2049238681793213,0.5141887664794922,0.016890134662389755,-0.03190741688013077,0.48284220695495605,0.2588752210140228,0.6010489463806152,0.6040412783622742,0.0036919100675731897,0.5966317653656006,-0.7341341376304626,-0.3292992115020752,0.2671324610710144,-0.6743571758270264,-0.168840229511261,-0.15967638790607452,-0.08781560510396957,0.02323215827345848,0.06393040716648102,-0.47591179609298706,0.18626008927822113,-0.19717612862586975,0.33354902267456055,0.5717941522598267,0.5889557600021362,-0.6850811243057251,-0.6625936031341553,0.17106109857559204,-0.13655319809913635,0.7719698548316956,0.6279743909835815,-0.27894800901412964,-0.8242830038070679,0.4017406702041626,0.3514806926250458,-0.39365947246551514,-0.5024398565292358,-0.3195541501045227,0.20556622743606567,-0.47610604763031006,0.05576542764902115,-0.2977043688297272,0.20066213607788086,-0.22271543741226196,-0.41728660464286804,-0.6272895336151123,0.5237200260162354,0.3174973428249359,0.30024734139442444,0.15434300899505615,0.7986454963684082,-0.18892943859100342,-0.6893044114112854,-0.22071421146392822,0.022580645978450775,0.6121193170547485,-0.42219361662864685,0.23255041241645813,-0.5657230019569397,0.2677772641181946,0.6882209181785583,0.8012818098068237,0.6750142574310303,0.3454345166683197,-0.7609369158744812,-0.20095959305763245,0.11073939502239227,0.389708012342453,-0.22238445281982422,0.5449809432029724,-0.04580186679959297,-0.16999901831150055,0.04514811187982559,-0.3688494563102722,0.7158323526382446,0.6407070159912109,-0.17149202525615692,0.846970796585083,-0.2908326983451843,0.3988276720046997,-0.4110795557498932
9,0.7608582377433777,0.3871214985847473,0.5378952026367188,-0.8363303542137146,-0.6707004308700562,0.3402944505214691,0.7592016458511353,0.4778524339199066,0.858012855052948,-0.1752203404903412,-1.4455695152282715,0.5984984636306763,-0.6452880501747131,0.5629562139511108,-0.9625442028045654,0.7902601361274719,-0.7391123175621033,0.9658554196357727,0.5303022861480713,-1.535374402999878,0.9141320586204529,0.14319218695163727,0.3950820565223694,0.36613133549690247,-1.380467414855957,-0.1720164567232132,1.2758712768554688,0.24230515956878662,-0.23638837039470673,-0.1344241052865982,0.5021318197250366,-1.4027315378189087,1.149552822113037,-0.27509334683418274,0.4708465337753296,0.8187820911407471,1.6490623950958252,-0.4910001754760742,-1.40962553024292,0.7531049847602844,1.3656954765319824,0.6886655688285828,0.35489508509635925,0.22223679721355438,0.5386387705802917,1.3338543176651,-0.9820471405982971,-0.5617638230323792,0.561406672000885,0.19639389216899872,-0.7588890790939331,0.6700652837753296,0.2156301736831665,0.14558610320091248,0.20678728818893433,0.8992783427238464,-0.24461832642555237,-0.8416445851325989,-1.3690639734268188,0.7443765997886658,-1.6666450500488281,-0.9344680905342102,0.2875056266784668,-0.23534873127937317,-0.6739612221717834,-0.4112478196620941,-0.9306182861328125,-0.12749968469142914,-1.1308430433273315,0.6371861696243286,0.39068886637687683,0.41648146510124207,0.08220072835683823,-0.22570069134235382,0.3918001651763916,0.37083902955055237,0.03279009088873863,0.5601736307144165,-1.0325473546981812,-0.6636174321174622,0.7772643566131592,0.524196445941925,-0.357637882232666,-0.7567830681800842,-0.9392590522766113,-0.7146929502487183,-0.09879179298877716,-0.9615468978881836,-0.0406208299100399,0.46801406145095825,-1.055749773979187,-0.3999843895435333,-1.6399712562561035,0.16743500530719757,-0.09388676285743713,0.5941808819770813,0.09812168776988983,0.8523750305175781,0.359403520822525,-0.3589414060115814,0.7986940145492554,-0.21872496604919434,1.0255331993103027,-0.3955310881137848,-1.2021493911743164,-0.6223130822181702,0.935039222240448,-0.265701562166214,0.8949409127235413,0.17250849306583405,0.4984574019908905,-0.8617199063301086,-0.1482810378074646,0.10393917560577393,0.3622586727142334,-0.4912988245487213,0.09335923939943314,-0.07771652936935425,0.68977290391922,-0.5863747596740723,-0.3957982063293457,0.6601306796073914,0.10678771883249283,-1.1761802434921265,0.9359906911849976,-0.5300118327140808,1.3498454093933105,-0.6728417277336121
